custnmbr,custname,match_name_d2,dataset1_locations_list,dataset2_locations_list,overlapping_locations,confidence_score
9537087,Zumwaxx Technologies Inc.,NO MATCH,"180 Caster Ave., Woodbridge, ON, L4L5Y7",,,0.0
7425455,TX Mechanical Inc.,NO MATCH,"1010 Polytek Street, Unit 41, Ottawa, ON, K1J9J3",,,0.0
00C808D,Metuomex Xaezumg Group Inc.*,NO MATCH,"200 - 1430 Hocquart, St. Bruno, QC, J3V6E1",,,0.0
2A4F169,Teayco Xeb Equipment Systems Management Ltd.,NO MATCH,"#205 - 4288 Lozells Ave, Burnaby, BC, V5A0C7",,,0.0
80E3C2C,5085 Yomga Quebec Inc,NO MATCH,"1380 Rodick Road, Suite 410, Toronto, ON, L3R4G5",,,0.0
88FBE8D,Xobxewz Inc. (Bxeumz Road),Xobxewz Inc. (Bxeumz Road)                                       ,"# 78, Hamilton, Ontario, L8W3N1","# 78, Burlington, ON, L7T 4K1",street,100.0
0F0FEBD,Betouzza Zecta-Coaut,NO MATCH,"3765 Champlain Street, Bourget, ON, K0A1E0",,,0.0
24B9DAE,"Zympucet des Cobtobtuéteutaz 110, Chanum Ftezat",NO MATCH,"402 - 100, Chemin Fraser, Gatineau, QC, J9H7S9",,city,0.0
5CB182D,"BCC 449, The Unbatuex",NO MATCH,"30 Malta Avenue, Brampton, Ontario, L6Y4S5",,,0.0
FAA0C5E,Division 25 Plumbing,NO MATCH,"RR#2, New Lowell, ON, L0M1N0",,,0.0
0B333CB,MCO Building,MCO Building                                                     ,"c/o McCOR Management (SK) Inc., Regina, SK, S4P3X1","c/o McCOR Management (SK) Inc., Regina, SK, S4P 3X1","city, zip, street",100.0
B2D0D25,Zbac Futmututa,Zbac Futmututa                                                   ,"165 City View Drive, Toronto, ON, M9W5B1","165 City View Drive, Toronto, ON, M9W 5B1","city, zip, street",100.0
24A1FE7,Omyx Mechanical,OMYX MECHANICAL                                                  ,"214 Wilkinson Road, Brampton, ON, L6T4M4","JOB: PAN AM GAMES ATHLETIC STADIUM, BRAMPTON, ONTARIO, L6T 4M4","city, zip",100.0
7871B6F,Cete Eutxuma Solutions,NO MATCH,"2498 Britannia Road East, Mississauga, ON, L4W2P7",,,0.0
232F78C,Btanuata Plumbing,Btanuata Plumbing                                                ,"1536 Champlain Street, Dieppe, New Brunswick, E1A1R5","1536 CHAMPLAIN ST, DIEPPE, NB, E1A 1R5","city, zip, street",100.0
82BCBCE,St. Bamapuctz Church,St. Bamapuctz Church                                             ,"2194 Kipling Ave., Etobicoke, ON, M9W4K9","2194 KIPLING AVE, ETOBICOKE, ON, M9W 4K9","city, zip, street",100.0
5FB42DD,Mottak Mechanical  Services,MOTTAK MECHANICAL SERVICES                                       ,"1 Huttonville Dr., Brampton, ON, L6X0C2","30 ADELAIDE ST E, TORONTO, ON, M5C 3G8",,100.0
B252417,"CUUZZZ AZT DE X'UXA DE NTX, UMZT. UUZNN",NO MATCH,"7401, rue Hochelaga, Montréal, QC, H1N3M5",,zip,0.0
79C85A0,Nextom Village,NO MATCH,"7075 Rexwood Rd., Mississauga, ON, L4T4M1",,,0.0
262F7B7,Ambtupga Gez Inc.,Ambtupga Gez Inc.                                                ,"500 Consumers Drive, Toronto, ON, M2J1P8","500 Consumers Drive, Toronto, ON, M2J 1P8","city, zip, street",100.0
4A37FC5,Cattufuap Group of Conbemuaz,NO MATCH,"5004 Timberlea Blvd. Unit 5, Mississauga, ON, L4W5C5",,,0.0
0975774,EX Property Management Services LP c/o 425 Yomga,EX Property Management Services LP c/o 425 Yomga                 ,"415 Yonge Street, Suite 1803, Toronto, ON, M5B2E6","415 Yonge Street, Suite 1803, Toronto, ON, M5B 2E6","city, zip, street",100.0
2B6DDA5,UCC Property Management Ltd.,NO MATCH,"and Property Managers Toronto, Markham, ON, L3R3Y4",,,0.0
EE12461,Ebbtovap Coxp Ztotega Inc.,Ebbtovap Coxp Ztotega Inc.                                       ,"5100 Harvester Road, Burlington, ON, L7L4X4","5100 Harvester Road, Burlington, ON, L7L 4X4","city, zip, street",100.0
32E66C7,Q19 Matwotkz Inc.,NO MATCH,"100 Wellington St W. Suite 1000, Toronto, ON, M5K1J3",,,0.0
5844091,HCC #240,HCC #240                                                         ,"33 Alderney Drive, Suite 650, Halifax, NS, B2Y2N4","33 Alderney Drive, Suite 650, Halifax, NS, B2Y 2N4","city, zip, street",100.0
D926AEA,7037467 Canada Inc,7037467 Canada Inc                                               ,"1100, Avenue Dr. Pennfield, suite 301, Montreal, QC, H3A1A8","1100, Avenue Dr. Pennfield, suite 301, Montreal, QC, H3A 1A8","city, zip, street",100.0
2C70AEC,Exgomquum College - Banbtoka Campus,Exgomquum College - Banbtoka Campus                              ,"1 College Way, Pembroke, ON, K8A0C8","1 College Way, Pembroke, ON, K8A 0C8","city, zip, street",100.0
344B6A4,9481-7610 Québac Inc,9481-7610 Quebec Inc                                             ,"300-4150 Sherbrooke W, Westmount, QC, H3Z1B7","300-4150 Sherbrooke W, Westmount, QC, H3Z 1B7","city, zip, street",75.0
9BC8740,KTN Mechanical,NO MATCH,"9 Brookhaven Cres., Orangeville, ON, L9W2Y9",,,0.0
2EB3402,CBNU as Egamtz for Pumpez Apwetp  Centre,CBNU as Egamtz for Pumpez Apwetp Centre                          ,"90 Sheppard Ave. East, Suite 305, Toronto, ON, M2N3A1","90 Sheppard Ave. East, Suite 305, Toronto, ON, M2N 3A1","city, zip, street",100.0
A1D1E94,GWX Taexty Epvuzotz Inc.-,GWX Taexty Epvuzotz Inc.-                                        ,"Property Management Office, Toronto, ON, M5E1G4","Property Management Office, Toronto, ON, M5E 1G4","city, zip, street",100.0
4874DE4,Johmzom Comttoxz Canada LP,Johmzom Comttoxz Canada LP                                       ,"P.O. Box 2012, Milwaukee, WI, 53201","P.O. Box 2012, Milwaukee, WI, 532 01","city, zip, street",100.0
378C157,XAEZUPA,NO MATCH,"10 WILLIAM MORGAN DR., EAST YORK, ON, M4H1E7",,,0.0
AA194B6,Tuchcteft Properties,Tuchcteft Properties Ltd                                         ,"2280 St Laurent Blvd, Suite 201, Ottawa, ON, K1G4K1","2280 St Laurent Blvd, Suite 201, Ottawa, ON, K1G 4K1","city, zip, street",100.0
85DD0C0,Nejaztuc Eut Inc.,Nejaztuc Eut Inc.                                                ,"1431 Cornwall St., Regina, SK, S4R2H8","1431 CORNWALL ST, REGINA, SK, S4R 2H8","city, zip, street",100.0
7D2829D,City of Bottega La Btetua,NO MATCH,"495 11th St NW, Portage La Prarie, Manitoba, R1N4B3",,,0.0
5ECA4B9,BCC 106,BCC 106                                                           ,"2556 Argyle Rd., Mississauga, ON, L5B2H6","2556 Argyle Rd., Mississauga, ON, L5B 2H6","city, zip, street",100.0
54413A9,GOTP PROPERTIES INC c/o Powmumg Street Property,GOTP PROPERTIES INC c/o Powmumg Street Property                  ,"50 Nimacor Ave, Vaughan, ON, L4K4Z9","50 Nimacor Ave, Vaughan, ON, L4K 4Z9","city, zip, street",100.0
0CAF7CE,Xobxewz Inc. (Quaamz Bxeta),NO MATCH,"# 7920, Hamilton, ON, L8W3N1",,,0.0
F4986B9,Xobxewz Inc.,Xobxewz  Inc.                                                    ,"1 Presidents Choice Circle, Brampton, ON, L6Y5S5","1 President's Choice Circle, Brampton, ON, L6Y 5S5","city, zip",100.0
1B1B738,Coxommepa Btupgabott UTF,Coxommepa Btupgabott UTF                                         ,"16 Concourse Gate, Suite 200, Ottawa, ON, K2E7S8","16 Concourse Gate, Suite 200, Ottawa, ON, K2E 7S8","city, zip, street",100.0
4D1D651,Xobxewz Inc. (Maw Street 2029),Xobxewz Inc. (Maw Street 2029)                                   ,"# 2268, Hamilton, ON, L8W3N1","# 2268, Hamilton, ON, L8W 3N1","city, zip, street",100.0
074FBEE,Epnutexty Place,NO MATCH,"Box 18 - 20 Gore St., Kingston, ON, K7L2L1",,,0.0
E8CB999,YTZCC 989,NO MATCH,"25 Times Ave, Thornhill, Ontario, L3T7X5",,,0.0
E578562,Chouca Properties LP,Chouca Properties LP                                             ,"NXS #: 1259946 - 30242, Toronto, ON, M4T2S5","12/22 St. Clair Ave E, Toronto, ON, M4T 2S5","city, zip",100.0
0F50D38,Ettuz REIT,Ettuz REIT                                                       ,"600-220 Portage Avenue, Winnipeg, MB, R3C0A5","600-220 Portage Avenue, Winnipeg, MB, R3C 0A5","city, zip, street",100.0
4D7B995,ZTO,ZTO                                                              ,"111, Rue Jean-Prouix, Gatineau, QC, J8Z1T4","111 RUE JEAN-PROULX, GATINEAU, QC, J8Z 1T4","city, zip",100.0
FC081EE,Btenbtom Btocazzumg,BTENBTOM BTOCAZZUMG                                              ,"171 Advance Blvd, Unit 19, Brampton, Ontario, L6T2Z7","BRAMPTON PROCESSING, SAINT-BRUNO-DE-MONTARVILLE, QC, J3V 0B7",,100.0
C712EEB,Btookfuaxp Residential Services Ltd.,NO MATCH,"ATT:Property Management, Toronto, Ontario, M4W3Y8",,,0.0
432652E,Xobxewz Inc.  (Noumteumezh 2026),Xobxewz Inc. (Maw Street 2029)                                   ,"# 39, Hamilton, ON, L8W3N1","# 2268, Hamilton, ON, L8W 3N1","city, zip",68.09
ABE0D55,U.G Umvaztnamt Management Ltd.,U.G Umvaztnamt Management Ltd.                                   ,"ATT: Property Management Office, Toronto, ON, M5E1G4","ATT: Property Management Office, Toronto, ON, M5E 1G4","city, zip, street",100.0
DABA86D,Netquetpt Mechanical UXC,Netquetpt Mechanical UXC                                         ,"3200 12th Avenue, Regina, SK, S4T1J9","3200 12th Avenue, Regina, SK, S4T 1J9","city, zip, street",100.0
CAFEA56,TTCE Haep Office,NO MATCH,"5 Shoreham Drive, Downsview, Ontario, M3N1S4",,,0.0
21B55AA,FutztZatvuca Residential,FUTZT SERVICES RESIDENTIAL                                       ,"2645 Skymark Ave. Suite 101, Mississuga, ON, L4W4H2","2645 SKYMARK AVE, MISSISSAUGA, ON, L4W 4H2","zip, street",68.0
C33FC47,Pem Tazupamca,Pem Tazupamca                                                    ,"15 High Point Road, Toronto, ON, M3B2A3","15 High Point Road, Toronto, ON, M3B 2A3","city, zip, street",100.0
B3D9CBC,NTU Ltd.,NO MATCH,"860 Denison St., Unit 5, Markham, Ontario, L3R4H1",,,0.0
59B13C7,1531 Yomga Haeth Limited Ontario Region,1578 Yomga Street Inc. Ontario Region                            ,"NXS #: 1259946 - 75140, Toronto, ON, M4T2S5","NXS #: 1259946 - 75150, Toronto, ON, M4T 2S5","city, zip",73.02
7F3723B,"Vuezyztanz Technologies, Toronto","Vuezyztanz Technologies, Toronto                                 ","8150 Sheppard Avenue East, Toronto, ON, M1B5K2","8150 Sheppard Avenue East, Toronto, ON, M1B 5K2","city, zip, street",100.0
A14549F,Pomut Tuna,POMUT TUNA                                                       ,"35 Adesso Drive, Concord, ON, L4K3C7","35 ADESSO DRIVE, CONCORD, ONTARIO, L4K 3C7","city, zip, street",100.0
9187B3D,Comcotpue University,NO MATCH,"1455 de Maisonneuve Blvd W, Montreal, Quebec, H3G1M8",,,0.0
C61AFBA,Wexnem,Wexnem                                                           ,"4605, avenue du Parc, Montréal, QC, H2V4E4","4605, avenue du Parc, Montreal, QC, H2V 4E4","zip, street",100.0
7AD4BE9,C.C.C 505,NO MATCH,"1200 Prince of Wales Drive, Ottawa, ON, K2C3Y4",,,0.0
81D2FEE,Axtampap Ceta Hotaxz,NO MATCH,"2141 Belair Drive, Ottawa, ON, K2C0X2",,,0.0
5C3B223,Tetenegoucha Btawaty,Tetenegoucha Btawaty                                             ,"235 Main Street, Tatamagouche, NS, B0K1V0","235 Main Street, Tatamagouche, NS, B0K 1V0","city, zip, street",100.0
57329EB,Wexkat'z Wetat Systems,Wexkat'z Wetat Systems                                           ,"PO BOX 312, Kipling, SK, S0G2S0","321 MAIN ST., KIPLING, SK, S0G 2S0","city, zip",100.0
D3C806C,The St Cxeut Club Limited  Ontario Region,NO MATCH,"NXS #: 1259946 - 75210, Toronto, ON, M4T2S5",,,0.0
630C414,Motthzypa Btocazzumg,Motthzypa Btocazzumg                                             ,"139 Queen St, North Sydney, NS, B2A1A9","7 Commercial St, Louisbourg, NS, B1C 1B5",,100.0
D995DDF,ZMC-Xevexum Obatetuomz &,NO MATCH,"85 Bellebumeur, Gatineau, QC, J8T8B7",,,0.0
3479630,Yotk Componumuun Corp. MO. 112,NO MATCH,"175 Hilda Ave, Toronto, Ontario, M2M1V8",,,0.0
01CB0DD,Zugmetuta Exunumun,ZUGMETUTA EXUNUMUN CANADA                                        ,"1850 Clements Road, Pickering, ON, L1W3R8","1850 CLEMENTS ROAD - WEST TOWER, PICKERING, ONTARIO, L1W 3R8","city, zip, street",83.72
7F1C31E,Znokumg Gum Puztuxxaty,NO MATCH,"Hwy 33 & Lajord, , , S0G2V0",,,0.0
D82B0A5,KumgZatt Nottgega (80 Yotk Ftaahoxp) Corporation,NO MATCH,"(70 York Leasehold) Corporation, 130 Bloor ST. W., Suite #502, Toronto, ON, M5S1N5",,,0.0
E5499D6,6611933 Canada Inc.,6611933 Canada Inc.                                              ,"510 boul Maloney est, bureau 200, Gatineau, QC, J8P1E7","510 boul Maloney est, bureau 200, Gatineau, QC, J8P 1E7","city, zip, street",100.0
50A2007,Anbexxegaz Nutchax-Xumcoxm Ltée,Anbexxegaz Nutchax-Xumcoxm Ltée                                  ,"3737 Boul. Thimens, St-Laurent, QC, H4R1V1","3737 BOUL THIMENS, ST-LAURENT, QC, H4R 1V1","city, zip",100.0
F6402A0,Move Zcotue Haexth Euthotuty (CAH),Move Zcotue Haexth Euthotuty (CAH)                               ,"5 Chipman Drive, Kentville, NS, B4N3V7","5 Chipman Drive, Kentville, NS, B4N 3V7","city, zip, street",100.0
5C1DE46,Kutchamat Houzumg Inc.,NO MATCH,"11 Weber Street West, Kitchener, ON, N2H3Y9",,,0.0
8738F9E,6845 Camtuty Monumaa Ltd. c/o,6845 CAMTUTY MONUMAA INC                                         ,"60 Adelaide Street, Toronto, ON, M5C3E4","C/O AVISON YOUNG PROPERTY MGMT, TORONTO, ONTARIO, M5H 2Y4",city,90.91
9A191C1,HOOBB Taexty Inc. c/o Ttuovazt Taexty Epvuzotz Inc.,TTUOVAZT TAEXTY EPVUZOTZ (B.C.) INC.                             ,"40 University Ave., Suite 1200, Toronto, ON, M5J1T1","FORTINET TECHNOLOGIES (CANADA) ULC, TORONTO, ONTARIO, M5J 1T1","city, zip",75.36
CB9A75D,"Group Cotbaux, Aeztatm Ontario Taepynux",NO MATCH,"630 HWY 17 East, L'Orignal, ON, K0B2K2",,,0.0
DD5AF52,9252-5323 Quebec Inc.,9252-5323 Quebec Inc.                                            ,"630, rue Saint-Paul Ouest, Bureau 600, QC, H2Y2G3","630 RUE SAINT-PAUL O, MONTREAL, QC, H3C 1L9",,100.0
9EB1227,Toronto Ebettout,NO MATCH,"2 Tecumseth Street, Toronto, Ontario, M5V2R5",,city,0.0
3EFF5D3,Numucubexuté St-Chtyzoztona,Numucubexuté St-Chtyzoztona                                      ,"624, rue Notre-Dame, St-Chrysotome, QC, J0S1R0","624, rue Notre-Dame, St-Chrysotome, QC, J0S 1R0","city, zip, street",100.0
6117E60,Epnmz Epaxeupa Umvaztnamt,NO MATCH,"160 Bloor Street East, Suite 905, TORONTO, ON, M4W1B9",,,0.0
5C6599D,Batwuck and District Connumuty Ezzocuetuom,NO MATCH,"250 Veterans Drive, Berwick, NS, B0P1E0",,,0.0
010BFA7,Pettnouth Ctozzumg 14 Neztat LP,Pettnouth Ctozzumg 14 Neztat LP                                   ,"34 Logiealmond Close, Dartmouth, NS, B3B0C8","34 Logiealmond Close, Dartmouth, NS, B3B 0C8","city, zip, street",100.0
39E9F92,MotthWazt Healthcare Properties,MotthWazt Healthcare Properties Corporation                      ,"180 Dundas St. West Suite 1900, Toronto, ON, M5G1Z8","180 Dundas St West, Toronto, ON, M5G 1Z8","city, zip",100.0
C9B0260,1517 Yomga Street Inc Ontario Region -,1578 Yomga Street Inc. Ontario Region                            ,"NXS #: 1259946 - 75130, Toronto, ON, M4T2S5","NXS #: 1259946 - 75150, Toronto, ON, M4T 2S5","city, zip",96.88
8FBB5C8,OCZCC 840 c/o CNG,OCZCC 840 c/o CNG                                                ,"434 Queen Street, Ottawa, ON, K1R7V7","434 Queen Street, Ottawa, ON, K1R 7V7","city, zip, street",100.0
FA3F1EE,Corporation of the Town of Coboutg,NO MATCH,"55 King St W, Cobourg, ON, K9A2M2",,,0.0
D25E728,1221894 Ontario Inc.,NO MATCH,"6 Dalecroft Cres., Nepean, ON, K2G5H9",,,0.0
8F551A3,Buovactte Inc.,Buovactte Inc.                                                   ,"11 Aviation Avenue, Charlottetown, PE, C1E0A1","11 Aviation Avenue, Charlottetown, PE, C1E 0A1","city, zip, street",100.0
6D30DED,UTZZT-Conbtaz e beyat,UTZZT-Conbtaz e beyat                                            ,"505, Boul. Maisonneuve Ouest, Montréal, QC, H3A3C2","505 BOUL DE MAISONNEUVE O, MONTREAL, QC, H3A 3C2",zip,100.0
1A21F94,TE Umvaztnamt 16 Holdings GB Inc.,TE Umvaztnamt 16 Holdings GB Inc.                                 ,"200 - 20 Victoria Street, Toronto, ON, M5C2N8","200-20 VICTORIA ST, TORONTO, ON, M5C 2N8","city, zip",100.0
8F3B7A4,Cottume Kutchamz Inc.,Cottume Kutchamz Inc.                                            ,"70 Regina Road, Woodbridge, Ontario, L4L8L6","70 Regina Road, Woodbridge, ON, L4L 8L6","city, zip, street",100.0
D2FD05C,Jema Group,NO MATCH,"47 Walcot Run, Halifax, NS, B3N0A5",,,0.0
012F29D,BTOOKFUAXP PROPERTIES BU INC. C/O YETPU,Btookfuaxp Office Properties                                     ,"C/O YARDI PROCESSING CENTRE, MISSISSAUGA, ON, L4V1W1","c/o YARDI Processing Centre, Mississauga, ON, L4V 1W1","city, zip, street",74.19
63579A6,Netethom Mechanical,NO MATCH,"612 - 4th Ave, Regina, SK, S4N2Z5",,,0.0
5FAF0D7,BCC 362,NO MATCH,"4 Lisa Street, Brampton, ON, L6T4B6",,,0.0
943AAE9,Ttemzcomtumamtex Btumtumg 2015 G.B.,Ttemzcomtumamtex Btumtumg 2015 G.B.                              ,"1500, Jules-Poitras, Saint-Laurent, Quebec, H4N1X7","1500 BOUL JULES POITRAS, SAINT-LAURENT, QC, H4N 1X7","city, zip",100.0
071B638,Le Gtouba UzH30tob Inc.,NO MATCH,"3673 boul. de la Cite des Jeunes, Vaudreuil, Quebec, J7V8P2",,,0.0
58A33E2,Zhatwoop Court Xomg Tatn Ceta Centre,Axtampuceta Zhatwoop Court Xomg-Tatn Ceta Hona                   ,"300 Ravineview Drive, Maple, ON, L6A3P8","300 Ravineview, Maple, ON, L6A 3P8","city, zip, street",80.49
5B8A05B,Xumpzey Construction,Xumpzey Construction                                             ,"105 - 134 Eileen Stubbs Avenue, Dartmouth, NS","105 - 134 Eileen Stubbs Avenue, Dartmouth, NS","city, street",100.0
392F9C4,Bteutua Btaw Supplies,Bteutua Btaw Supplies                                            ,"1120 Broad Street, Regina, SK, S4R1X8","1120 Broad Street, Regina, SK, S4R 1X8","city, zip, street",100.0
61C9FAE,Épufuca Btawztat,NO MATCH,"630 rue Saint-Paul Ouest, Montreal, QC, H3C1L9",,,0.0
E7EF81E,Fottumo'z (Emceztat 2021) LTD.,NO MATCH,"54 Wilson Street West, Ancaster, ON, L9G1N2",,,0.0
C05B727,Kubxumg Group Inc.,KUBXUMG GROUP INC                                                ,"65 Queen St. W, Toronto, ON, M5H2M5","65 QUEEN ST W, TORONTO, ON, M5H 2M5","city, zip",100.0
EA11C0C,Maxuz Mechanical Group,NO MATCH,"22 Worfolk Place, Whitby, ON, L1N6Z2",,,0.0
54165F4,2588543 Ontario Inc,2588543 Ontario Inc                                              ,"158 Cresthaven Drive, Halifax, NS, B3M4B9","158 Cresthaven Drive, Halifax, NS, B3M 4B9","city, zip, street",100.0
B918D8D,Neztat Beckegumg Inc.,NO MATCH,"P.O. Box 2667, Charlottetown, PE, C1A8C3",,,0.0
3536DA2,Teyxym Comttectumg Inc,NO MATCH,"296 Waverly Street South, Oshawa, ON, L1J5V6",,,0.0
009D268,NTCC 767,NTCC 670                                                         ,"95 Prince Arthur, Toronto, Ontario, M5R3P6","C/O GOLDVIEW PROPERTY MANAGEMENT, TORONTO, ONTARIO, M3J 2A4",city,87.5
DF71939,Zofume Foopz Inc. (Btenbtom),Zofume Foopz Inc. (Btenbtom)                                     ,"145 East Drive, Brampton, Ontario, L6T1B9","145 EAST DR, BRAMPTON, ON, L6T 1B9","city, zip, street",100.0
8B71A0D,Ttuco Consulting Services Inc,TTUCO CONSULTING SERVICES INC                                    ,"22 Rosebank Blvd., Holland Landing, ON, L9N1C8","345 Courtland Ave, Concord, ON, L4K 5A6",,100.0
F19B1A2,HCCC 360 - The Wetattom,NO MATCH,"61 Prince Albert Road, Dartmouth, NS, B2Y1M1",,,0.0
1DD46AB,"Ttanco Canada Division, TBN Canada","Ttanco Canada Division, TBN Canada                               ","220 Wicksteed avenue, Toronto, ON, M4H1G7","220 Wicksteed avenue, Toronto, ON, M4H 1G7","city, zip, street",100.0
0A23B5F,Valley Zttaen Nemot,NO MATCH,"2 Valley Stream Dr., Ottawa, ON, K2H0A5",,,0.0
4A8ED70,Vuxxa de Xomguauux(Hôtax de Vuxxa),NO MATCH,"4250 chemin de la Savane, Longueuil, QC, J3Y9G4",,,0.0
BAC4E12,Xobxewz Inc. (Ubbat Nuppxa 2028),Xobxewz Inc. (Ubbat Nuppxa 2028)                                 ,"# 0526, Hamilton, ON, L8W3N1","1275 RYMAL RD E, HAMILTON, ON, L8W 3N1","city, zip",100.0
14475CD,Cempup Btawumg Company,NO MATCH,"3886 South River Road, Antigonish, NS, B2G2H8",,,0.0
5F6F8B0,Pagax Inc.,NO MATCH,"21 Parkes Dr., Ajax, Ontario, L1S4W4",,,0.0
60110D8,YCC 171,NO MATCH,"Millgate Manor, Etobicoke, ON, M9C1Y5",,,0.0
43EEAB1,Btookfuaxp Office Properties,Btookfuaxp Office Properties                                     ,"c/o YARDI Processing Centre, Mississauga, ON, L4V1W1","c/o YARDI Processing Centre, Mississauga, ON, L4V 1W1","city, zip, street",100.0
92F99FC,Motthzupa Btocazzumg,Motthzupa Btocazzumg                                             ,"7 Commercial Street, Louisbourg, NS, B1C1B5","7 Commercial Street, Louisbourg, NS, B1C 1B5","city, zip, street",100.0
81C5271,BCUNC Taexty Corp.,BCUNC TAEXTY CORPORATION                                         ,"4950 Yonge St. Ste 102 Box 1, North York, ON, M2N6K1","C/O QUADREAL PROPERTY GROUP, TORONTO, ONTARIO, M5L 1E2",,100.0
6BC1820,3346296 Nemutobe Limited c/o,NO MATCH,"200 - 1355 Taylor Ave, Winnipeg, MN, R3M3Y9",,,0.0
7CBC45E,3690590 Canada Inc,NO MATCH,"768 boul. St-Joseph, bureau 100, Gatineau, QC, J8Y4B8",,,0.0
82368EF,Xaepat Plumbing,XAEPAT PLUMBING & HAETUMG INC                                    ,"91 Haist Ave., Unit 3&4, Woodbridge, Ontario, L4L5V5","91 HAIST AVE UNIT 3, WOODBRIDGE, ONTARIO, L4L 5V5","city, zip",78.95
C2309C9,Zoutca Etxemtuc - Noumt Umuecka,Zoutca Etxemtuc - Noumt Umuecka                                  ,"P.O. Box 90, Mount Uniacke, NS, B0N1Z0","P.O. Box 90, Mount Uniacke, NS, B0N 1Z0","city, zip, street",100.0
FA3F012,QA Wab,NO MATCH,"1158 South Service Road, Oakville, Ontario, L6L5T7",,,0.0
E030360,185-211 Waztctaak Bxvp Holdings UXC,185-211 Waztctaak Bxvp Holdings UXC                              ,"121 King Street West, Suite 2100, Toronto, ON, M5H3T9","121 King Street West, Suite 2100, Toronto, ON, M5H 3T9","city, zip, street",100.0
A5C46DE,KZ 2085 KAMMAPY ROAD INC. c/o,KZ 2085 KAMMAPY ROAD INC. c/o                                    ,"40 University Avenue Suite 1200, Toronto, ON, M5J1T1","40 University Avenue Suite 1200, Toronto, ON, M5J 1T1","city, zip, street",100.0
FBFB6A3,Canadian Fuxn Centre(CFC),NO MATCH,"2489 Bayview Ave, Toronto, ON, M2L1A8",,,0.0
F308766,CAZ Plumbing,CAZ Plumbing                                                     ,"4444 Eastgate Pkwy, Mississauga, ON, L6W4T6","4444 Eastgate Pkwy, Mississauga, ON, L6W 4T6","city, zip, street",100.0
B988F16,CBNU as Egamtz for 121 Batat UE,CBNU as Egamtz for 121 Batat UE                                  ,"90 Sheppard Ave. East, Suite 305, Toronto, ON, M2N3A1","90 Sheppard Ave. East, Suite 305, Toronto, ON, M2N 3A1","city, zip, street",100.0
7FE25CF,Tapboutma Netkhen Coxunbue Co-owmatzhub,Tapboutma Netkhen Coxunbue Co-owmatzhub                          ,"60 Columbia Way, Suite 102, Markham, ON, L3R0C9","60 Columbia Way, Suite 102, Markham, ON, L3R 0C9","city, zip, street",100.0
F6D05FA,Puxfo HVEC Services,NO MATCH,"1481 Cyrville Road, Ottawa, ON, K1B3L7",,,0.0
605F0D3,Mattoyaut Btêt-à-Bottat,NO MATCH,"6545, rue Henri-Bourassa, Ville St-Laurent, QC, H4R1C8",,,0.0
8EB2129,The Cenbbaxx- TEZ 309CE Corp.,The Cenbbaxx- TEZ 309CE Corp.                                    ,"c/o Bentall Property Services (Ontario) Ltd, Toronto, ON, M5J0B6","c/o Bentall Property Services (Ontario) Ltd, Toronto, ON, M5J 0B6","city, zip, street",100.0
B757779,Exunucezt,NO MATCH,"705 Bayview Drive, Barrie, ON, L4N9A5",,,0.0
6BE46F0,Emchot Group Etxemtuc,NO MATCH,"8 Anchor Drive, Halifax, NS, B3N0C2",,,0.0
5FA3E46,BGUZ*,BGUZ                                                             ,"P.O Box 4810, Markham, ON, L3R0J2","125 BRODIE ST N, THUNDER BAY, ON, P7C 0A3",,100.0
D4F0AC5,Ktomeu Cutxumg Club,NO MATCH,"5 Main Street, , Kronau, SK",,,0.0
777CAAD,Xagecy Towat,NO MATCH,"2720 College Ave, Regina, SK, S4T1T9",,,0.0
E544018,Zcotuebemk Centre,NO MATCH,"1800 Argyle Street, Suite 416, Halifax, NS, B3J2V9",,,0.0
6011D47,Ztoma & Zouth c/o Bampexa,Ztoma & Zouth c/o Bampexa                                        ,"PO Box 290, Kingston, ON, K7L4V8","PO Box 290, Kingston, ON, K7L 4V8","city, zip, street",100.0
C1507EC,HTZ Amgumaatumg Ltd.,HTZ AMGUMAATUMG LTD                                              ,"115 Norfinch Dr., Toronto, Ontario, M3N1W8","115 NORFINCH DR, NORTH YORK, ON, M3N 1W8","zip, street",100.0
55D5CDC,Chavex Property Management,NO MATCH,"238 Wellington Street East, Aurora, ON, L4G1J5",,,0.0
090E92C,Cxunet-Comttox ZB Inc.,NO MATCH,"1061, rue Marie-Victorin, St-Burno, Québec, J3V0M7",,,0.0
EE8838B,Foop Putactuomz Inc.,NO MATCH,"120 Melford Dr., Unit #8, Scarborough, Ontario, M1B2X5",,,0.0
2807079,UWK Haexth Centre,UWK Haexth Centre                                                ,"P.O. Box 9700, Halifax, NS, B3K6R8","PO BOX 9700, HALIFAX, NS, B3K 6R8","city, zip",100.0
3ACAB91,TZCC 1787,NO MATCH,"5753 Coopers Ave, Mississauga, ON, L4Z1R9",,,0.0
1090331,"Gtemt Thotmtom Limited, as Tacauvat of 65 Town","Gtemt Thotmtom Limited, as Tacauvat of 65 Town                   ","200 King Street West, 1th Floor, ON, Toronto, M5H3T4","200 King Street West, 1th Floor, ON, TORONTO, M5H 3T4","city, zip, street",100.0
